"filename" "ftime" "timetext" "winddir" "windspeed" "gust10m" 0
"16Feb2002_14.tab" 19/2/2002 09:00:00 "19/09" "NW" 20 1
"16Feb2002_14.tab" 19/2/2002 12:00:00 "19/12" "NW" 17 1
"16Jan2001_02.tab" 16/1/2001 06:00:00 "16/06" "SSW" 18 1
"16Jan2001_02.tab" 16/1/2001 09:00:00 "16/09" "SSW" 16 1
"16Jan2001_02.tab" 16/1/2001 12:00:00 "16/12" "SSW" 15 1
"16Jan2001_02.tab" 16/1/2001 15:00:00 "16/15" "SSW" 12 1
"16Jan2001_02.tab" 16/1/2001 18:00:00 "16/18" "SSW" 11 1
"16Jan2001_02.tab" 16/1/2001 21:00:00 "16/21" "SSW" 9 1
"16Jan2001_02.tab" 17/1/2001 00:00:00 "17/00" "SSW" 8 1
"16Jan2001_02.tab" 17/1/2001 03:00:00 "17/03" "S" 9 1
"16Jan2001_02.tab" 17/1/2001 06:00:00 "17/06" "S" 8 1
"16Jan2001_02.tab" 17/1/2001 09:00:00 "17/09" "S" 8 1
"16Jan2001_02.tab" 17/1/2001 12:00:00 "17/12" "S" 8 1
"16Jan2001_02.tab" 17/1/2001 15:00:00 "17/15" "S" 9 1
"16Jan2001_02.tab" 17/1/2001 18:00:00 "17/18" "S" 10 1
"16Jan2001_02.tab" 17/1/2001 21:00:00 "17/21" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 00:00:00 "18/00" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 03:00:00 "18/03" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 06:00:00 "18/06" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 09:00:00 "18/09" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 12:00:00 "18/12" "S" 11 1
"16Jan2001_02.tab" 18/1/2001 15:00:00 "18/15" "S" 10 1
"16Jan2001_02.tab" 18/1/2001 18:00:00 "18/18" "SSW" 8 1
"16Jan2001_02.tab" 18/1/2001 21:00:00 "18/21" "SSW" 6 1
"16Jan2001_02.tab" 19/1/2001 00:00:00 "19/00" "SSW" 5 1
"16Jan2001_14.tab" 16/1/2001 18:00:00 "16/18" "SSW" 12 1
"16Jan2001_14.tab" 16/1/2001 21:00:00 "16/21" "SSW" 11 1
"16Jan2001_14.tab" 17/1/2001 00:00:00 "17/00" "S" 10 1
"16Jan2001_14.tab" 17/1/2001 03:00:00 "17/03" "S" 9 1
"16Jan2001_14.tab" 17/1/2001 06:00:00 "17/06" "S" 9 1
"16Jan2001_14.tab" 17/1/2001 09:00:00 "17/09" "S" 8 1
"16Jan2001_14.tab" 17/1/2001 12:00:00 "17/12" "S" 8 1
"16Jan2001_14.tab" 17/1/2001 15:00:00 "17/15" "S" 8 1
"16Jan2001_14.tab" 17/1/2001 18:00:00 "17/18" "S" 8 1
"16Jan2001_14.tab" 17/1/2001 21:00:00 "17/21" "S" 9 1
"16Jan2001_14.tab" 18/1/2001 00:00:00 "18/00" "S" 10 1
"16Jan2001_14.tab" 18/1/2001 03:00:00 "18/03" "S" 10 1
"16Jan2001_14.tab" 18/1/2001 06:00:00 "18/06" "S" 10 1
"16Jan2001_14.tab" 18/1/2001 09:00:00 "18/09" "S" 11 1
"16Jan2001_14.tab" 18/1/2001 12:00:00 "18/12" "S" 12 1
"16Jan2001_14.tab" 18/1/2001 15:00:00 "18/15" "S" 12 1
"16Jan2001_14.tab" 18/1/2001 18:00:00 "18/18" "S" 11 1
"16Jan2001_14.tab" 18/1/2001 21:00:00 "18/21" "S" 10 1
"16Jan2001_14.tab" 19/1/2001 00:00:00 "19/00" "S" 10 1
"16Jan2001_14.tab" 19/1/2001 03:00:00 "19/03" "S" 8 1
"16Jan2001_14.tab" 19/1/2001 06:00:00 "19/06" "S" 8 1
"16Jan2001_14.tab" 19/1/2001 09:00:00 "19/09" "S" 7 1
"16Jan2001_14.tab" 19/1/2001 12:00:00 "19/12" "S" 7 1
"16Jul2000.tab" 17/7/2000 07:00:00 "17/06" "N" 19 1
"16Jul2000.tab" 17/7/2000 10:00:00 "17/09" "N" 19 1
"16Jul2000.tab" 17/7/2000 13:00:00 "17/12" "N" 19 1
"16Jul2000.tab" 17/7/2000 16:00:00 "17/15" "N" 19 1
"16Jul2000.tab" 17/7/2000 19:00:00 "17/18" "N" 18 1
"16Jul2000.tab" 17/7/2000 22:00:00 "17/21" "N" 15 1
"16Jul2000.tab" 18/7/2000 01:00:00 "18/00" "N" 15 1
"16Jul2000.tab" 18/7/2000 04:00:00 "18/03" "N" 15 1
"16Jul2000.tab" 18/7/2000 07:00:00 "18/06" "N" 14 1
"16Jul2000.tab" 18/7/2000 10:00:00 "18/09" "N" 14 1
"16Jul2000.tab" 18/7/2000 13:00:00 "18/12" "NNW" 14 1
"16Jul2000.tab" 18/7/2000 16:00:00 "18/15" "NNW" 13 1
"16Jul2000.tab" 18/7/2000 19:00:00 "18/18" "NNW" 12 1
"16Jul2000.tab" 18/7/2000 22:00:00 "18/21" "NNW" 11 1
"16Jul2000.tab" 19/7/2000 01:00:00 "19/00" "NNW" 10 1
"16Jul2000.tab" 19/7/2000 04:00:00 "19/03" "NNW" 12 1
"16Jul2000.tab" 19/7/2000 07:00:00 "19/06" "NNW" 13 1
"16Jul2000.tab" 19/7/2000 10:00:00 "19/09" "NNW" 14 1
"16Jul2000.tab" 19/7/2000 13:00:00 "19/12" "NNW" 16 1
"16Jul2000.tab" 19/7/2000 16:00:00 "19/15" "NNW" 12 1
"16Jul2000.tab" 19/7/2000 19:00:00 "19/18" "NNW" 10 1
"16Jul2000.tab" 19/7/2000 22:00:00 "19/21" "NNW" 9 1
"16Jul2000.tab" 20/7/2000 01:00:00 "20/00" "NW" 8 1
"16Jul2000.tab" 20/7/2000 04:00:00 "20/03" "NW" 8 1
"16Jul2000.tab" 20/7/2000 07:00:00 "20/06" "NW" 8 1
"16Jul2000.tab" 20/7/2000 10:00:00 "20/09" "NW" 8 1
"16Jul2000.tab" 20/7/2000 13:00:00 "20/12" "NNW" 8 1
"16Jul2000.tab" 20/7/2000 16:00:00 "20/15" "NNW" 9 1
"16Jul2000.tab" 20/7/2000 19:00:00 "20/18" "NNW" 9 1
"16Jul2000.tab" 20/7/2000 22:00:00 "20/21" "NNW" 9 1
"16Jul2000.tab" 21/7/2000 01:00:00 "21/00" "NNW" 10 1
"16Jul2000.tab" 21/7/2000 04:00:00 "21/03" "N" 10 1
"16Jul2000.tab" 21/7/2000 07:00:00 "21/06" "N" 10 1
"16Jul2000.tab" 21/7/2000 10:00:00 "21/09" "N" 10 1
"16Jul2000.tab" 21/7/2000 13:00:00 "21/12" "N" 11 1
"16Jul2000.tab" 21/7/2000 16:00:00 "21/15" "N" 12 1
"16Jul2000.tab" 21/7/2000 19:00:00 "21/18" "NNE" 13 1
"16Jul2000.tab" 21/7/2000 22:00:00 "21/21" "NNE" 14 1
"16Jul2000.tab" 22/7/2000 01:00:00 "22/00" "NNE" 14 1
"16Jul2000.tab" 22/7/2000 04:00:00 "22/03" "NNE" 15 1
"16Jul2000.tab" 22/7/2000 07:00:00 "22/06" "NNE" 16 1
"16Jul2000.tab" 22/7/2000 10:00:00 "22/09" "NNE" 16 1
"16Jul2000.tab" 22/7/2000 13:00:00 "22/12" "NNE" 17 1
"16Jul2000.tab" 22/7/2000 16:00:00 "22/15" "NNE" 17 1
"16Jul2000.tab" 22/7/2000 19:00:00 "22/18" "NNE" 16 1
"16Jul2000.tab" 22/7/2000 22:00:00 "22/21" "NNE" 16 1
"16Jul2000.tab" 23/7/2000 01:00:00 "23/00" "NNE" 16 1
"16Jul2000.tab" 23/7/2000 04:00:00 "23/03" "NNE" 15 1
"16Jul2000.tab" 23/7/2000 07:00:00 "23/06" "NNE" 14 1
"16Jul2000.tab" 23/7/2000 10:00:00 "23/09" "NNE" 14 1
"16Jul2000.tab" 23/7/2000 13:00:00 "23/12" "N" 13 1
"16Jul2000.tab" 23/7/2000 16:00:00 "23/15" "N" 12 1
"16Jul2000.tab" 23/7/2000 19:00:00 "23/18" "N" 10 1
"16Jul2000.tab" 23/7/2000 22:00:00 "23/21" "N" 9 1
"16Jul2000.tab" 24/7/2000 01:00:00 "24/00" "N" 8 1
"16Jul2001_13.tab" 16/7/2001 19:00:00 "16/18" "NE" 7 1
"16Jul2001_13.tab" 16/7/2001 22:00:00 "16/21" "NE" 8 1
"16Jul2001_13.tab" 17/7/2001 01:00:00 "17/00" "NE" 9 1
"16Jul2001_13.tab" 17/7/2001 04:00:00 "17/03" "NE" 9 1
"16Jul2001_13.tab" 17/7/2001 07:00:00 "17/06" "NNE" 10 1
"16Jul2001_13.tab" 17/7/2001 10:00:00 "17/09" "NNE" 11 1
"16Jul2001_13.tab" 17/7/2001 13:00:00 "17/12" "NNE" 12 1
"16Jul2001_13.tab" 17/7/2001 16:00:00 "17/15" "NNE" 12 1
"16Jul2001_13.tab" 17/7/2001 19:00:00 "17/18" "NNE" 12 1
"16Jul2001_13.tab" 17/7/2001 22:00:00 "17/21" "NNE" 13 1
"16Jul2001_13.tab" 18/7/2001 01:00:00 "18/00" "NE" 14 1
"16Jul2001_13.tab" 18/7/2001 04:00:00 "18/03" "NE" 16 1
"16Jul2001_13.tab" 18/7/2001 07:00:00 "18/06" "NE" 17 1
"16Jul2001_13.tab" 18/7/2001 10:00:00 "18/09" "NE" 19 1
"16Jul2001_13.tab" 18/7/2001 13:00:00 "18/12" "NE" 21 1
"16Jul2001_13.tab" 18/7/2001 16:00:00 "18/15" "NE" 21 1
"16Jul2001_13.tab" 18/7/2001 19:00:00 "18/18" "NE" 21 1
"16Jul2001_13.tab" 18/7/2001 22:00:00 "18/21" "NE" 22 1
"16Jul2001_13.tab" 19/7/2001 01:00:00 "19/00" "NE" 24 1
"16Jul2001_13.tab" 19/7/2001 04:00:00 "19/03" "NE" 21 1
"16Jul2001_13.tab" 19/7/2001 07:00:00 "19/06" "NE" 20 1
"16Jul2001_13.tab" 19/7/2001 10:00:00 "19/09" "NE" 20 1
"16Jul2001_13.tab" 19/7/2001 13:00:00 "19/12" "NE" 21 1
"16Jun2000.tab" 17/6/2000 07:00:00 "17/06" "S" 15 0
"16Jun2000.tab" 17/6/2000 10:00:00 "17/09" "S" 19 0
"16Jun2000.tab" 17/6/2000 13:00:00 "17/12" "S" 23 0
"16Jun2000.tab" 17/6/2000 16:00:00 "17/15" "S" 23 0
"16Jun2000.tab" 17/6/2000 19:00:00 "17/18" "S" 19 0
"16Jun2000.tab" 17/6/2000 22:00:00 "17/21" "SSW" 12 0
"16Jun2000.tab" 18/6/2000 01:00:00 "18/00" "WSW" 9 0
"16Jun2000.tab" 18/6/2000 04:00:00 "18/03" "W" 9 0
"16Jun2000.tab" 18/6/2000 07:00:00 "18/06" "W" 10 0
"16Jun2000.tab" 18/6/2000 10:00:00 "18/09" "W" 10 0
"16Jun2000.tab" 18/6/2000 13:00:00 "18/12" "SW" 8 0
"16Jun2000.tab" 18/6/2000 16:00:00 "18/15" "SSW" 10 0
"16Jun2000.tab" 18/6/2000 19:00:00 "18/18" "S" 13 0
"16Jun2000.tab" 18/6/2000 22:00:00 "18/21" "S" 19 0
"16Jun2000.tab" 19/6/2000 01:00:00 "19/00" "SSE" 20 0
"16Jun2000.tab" 19/6/2000 04:00:00 "19/03" "S" 22 0
"16Jun2000.tab" 19/6/2000 07:00:00 "19/06" "S" 26 0
"16Jun2000.tab" 19/6/2000 10:00:00 "19/09" "SSW" 23 0
"16Jun2000.tab" 19/6/2000 13:00:00 "19/12" "SSW" 18 0
"16Jun2000.tab" 19/6/2000 16:00:00 "19/15" "WSW" 11 0
"16Jun2000.tab" 19/6/2000 19:00:00 "19/18" "WSW" 10 0
"16Jun2000.tab" 19/6/2000 22:00:00 "19/21" "W" 9 0
"16Jun2000.tab" 20/6/2000 01:00:00 "20/00" "W" 8 0
"16Jun2000.tab" 20/6/2000 04:00:00 "20/03" "WNW" 6 0
"16Jun2000.tab" 20/6/2000 07:00:00 "20/06" "WNW" 5 0
"16Jun2000.tab" 20/6/2000 10:00:00 "20/09" "NW" 5 0
"16Jun2000.tab" 20/6/2000 13:00:00 "20/12" "NNW" 5 0
"16Jun2000.tab" 20/6/2000 16:00:00 "20/15" "NW" 5 0
"16Jun2000.tab" 20/6/2000 19:00:00 "20/18" "NW" 3 0
"16Jun2000.tab" 20/6/2000 22:00:00 "20/21" "NW" 1 0
"16Jun2000.tab" 21/6/2000 01:00:00 "21/00" "WSW" 0 0
"16Jun2000.tab" 21/6/2000 04:00:00 "21/03" "SSE" 0 0
"16Jun2000.tab" 21/6/2000 07:00:00 "21/06" "SE" 2 0
"16Jun2000.tab" 21/6/2000 10:00:00 "21/09" "SE" 4 0
"16Jun2000.tab" 21/6/2000 13:00:00 "21/12" "SE" 5 0
"16Jun2000.tab" 21/6/2000 16:00:00 "21/15" "SE" 7 0
"16Jun2000.tab" 21/6/2000 19:00:00 "21/18" "SE" 9 0
"16Jun2000.tab" 21/6/2000 22:00:00 "21/21" "SE" 11 0
"16Jun2000.tab" 22/6/2000 01:00:00 "22/00" "SE" 13 0
"16Jun2000.tab" 22/6/2000 04:00:00 "22/03" "SE" 12 0
"16Jun2000.tab" 22/6/2000 07:00:00 "22/06" "SE" 9 0
"16Jun2000.tab" 22/6/2000 10:00:00 "22/09" "SE" 6 0
"16Jun2000.tab" 22/6/2000 13:00:00 "22/12" "SE" 4 0
"16Jun2000.tab" 22/6/2000 16:00:00 "22/15" "S" 2 0
"16Jun2000.tab" 22/6/2000 19:00:00 "22/18" "SW" 4 0
"16Jun2000.tab" 22/6/2000 22:00:00 "22/21" "WSW" 8 0
"16Jun2000.tab" 23/6/2000 01:00:00 "23/00" "WSW" 13 0
"16Jun2000.tab" 23/6/2000 04:00:00 "23/03" "WSW" 14 0
"16Jun2000.tab" 23/6/2000 07:00:00 "23/06" "SW" 15 0
"16Jun2000.tab" 23/6/2000 10:00:00 "23/09" "SW" 17 0
"16Jun2000.tab" 23/6/2000 13:00:00 "23/12" "SW" 20 0
"16Jun2000.tab" 23/6/2000 16:00:00 "23/15" "SSW" 21 0
"16Jun2000.tab" 23/6/2000 19:00:00 "23/18" "SSW" 21 0
"16Jun2000.tab" 23/6/2000 22:00:00 "23/21" "SSW" 21 0
"16Jun2000.tab" 24/6/2000 01:00:00 "24/00" "SSW" 20 0
"16Jun2001_13.tab" 16/6/2001 19:00:00 "16/18" "NNE" 23 1
"16Jun2001_13.tab" 16/6/2001 22:00:00 "16/21" "NNE" 22 1
"16Jun2001_13.tab" 17/6/2001 01:00:00 "17/00" "NNE" 21 1
"16Jun2001_13.tab" 17/6/2001 04:00:00 "17/03" "NNE" 21 1
"16Jun2001_13.tab" 17/6/2001 07:00:00 "17/06" "NNE" 20 1
"16Jun2001_13.tab" 17/6/2001 10:00:00 "17/09" "NNE" 20 1
"16Jun2001_13.tab" 17/6/2001 13:00:00 "17/12" "NNE" 20 1
"16Jun2001_13.tab" 17/6/2001 16:00:00 "17/15" "NNE" 21 1
"16Jun2001_13.tab" 17/6/2001 19:00:00 "17/18" "N" 20 1
"16Jun2001_13.tab" 17/6/2001 22:00:00 "17/21" "N" 19 1
"16Jun2001_13.tab" 18/6/2001 01:00:00 "18/00" "N" 18 1
"16Jun2001_13.tab" 18/6/2001 04:00:00 "18/03" "N" 17 1
"16Jun2001_13.tab" 18/6/2001 07:00:00 "18/06" "N" 16 1
"16Jun2001_13.tab" 18/6/2001 10:00:00 "18/09" "N" 15 1
"16Jun2001_13.tab" 18/6/2001 13:00:00 "18/12" "N" 15 1
"16Jun2001_13.tab" 18/6/2001 16:00:00 "18/15" "NNE" 12 1
"16Jun2001_13.tab" 18/6/2001 19:00:00 "18/18" "NNE" 10 1
"16Jun2001_13.tab" 18/6/2001 22:00:00 "18/21" "NE" 8 1
"16Jun2001_13.tab" 19/6/2001 01:00:00 "19/00" "ENE" 6 1
"16Jun2001_13.tab" 19/6/2001 04:00:00 "19/03" "SE" 6 1
"16Jun2001_13.tab" 19/6/2001 07:00:00 "19/06" "SSE" 12 1
"16Jun2001_13.tab" 19/6/2001 10:00:00 "19/09" "S" 18 1
"16Jun2001_13.tab" 19/6/2001 13:00:00 "19/12" "S" 23 1
"16Mar2001_02.tab" 16/3/2001 06:00:00 "16/06" "NNE" 20 1
"16Mar2001_02.tab" 16/3/2001 09:00:00 "16/09" "NNE" 18 1
"16Mar2001_02.tab" 16/3/2001 12:00:00 "16/12" "NNE" 18 1
"16Mar2001_02.tab" 16/3/2001 15:00:00 "16/15" "NNE" 16 1
"16Mar2001_02.tab" 16/3/2001 18:00:00 "16/18" "NE" 16 1
"16Mar2001_02.tab" 16/3/2001 21:00:00 "16/21" "NE" 16 1
"16Mar2001_02.tab" 17/3/2001 00:00:00 "17/00" "NE" 16 1
"16Mar2001_02.tab" 17/3/2001 03:00:00 "17/03" "NE" 16 1
"16Mar2001_02.tab" 17/3/2001 06:00:00 "17/06" "NE" 14 1
"16Mar2001_02.tab" 17/3/2001 09:00:00 "17/09" "NE" 13 1
"16Mar2001_02.tab" 17/3/2001 12:00:00 "17/12" "NE" 12 1
"16Mar2001_02.tab" 17/3/2001 15:00:00 "17/15" "NE" 12 1
"16Mar2001_02.tab" 17/3/2001 18:00:00 "17/18" "NE" 12 1
"16Mar2001_02.tab" 17/3/2001 21:00:00 "17/21" "NE" 13 1
"16Mar2001_02.tab" 18/3/2001 00:00:00 "18/00" "NE" 14 1
"16Mar2001_02.tab" 18/3/2001 03:00:00 "18/03" "NE" 14 1
"16Mar2001_02.tab" 18/3/2001 06:00:00 "18/06" "NE" 12 1
"16Mar2001_02.tab" 18/3/2001 09:00:00 "18/09" "NE" 11 1
"16Mar2001_02.tab" 18/3/2001 12:00:00 "18/12" "NE" 10 1
"16Mar2001_02.tab" 18/3/2001 15:00:00 "18/15" "NE" 8 1
"16Mar2001_02.tab" 18/3/2001 18:00:00 "18/18" "NE" 6 1
"16Mar2001_02.tab" 18/3/2001 21:00:00 "18/21" "NE" 4 1
"16Mar2001_02.tab" 19/3/2001 00:00:00 "19/00" "NNE" 7 1
"16Mar2001_15.tab" 16/3/2001 18:00:00 "16/18" "NE" 16 1
"16Mar2001_15.tab" 16/3/2001 21:00:00 "16/21" "NE" 16 1
"16Mar2001_15.tab" 17/3/2001 00:00:00 "17/00" "NE" 16 1
"16Mar2001_15.tab" 17/3/2001 03:00:00 "17/03" "NE" 13 1
"16Mar2001_15.tab" 17/3/2001 06:00:00 "17/06" "NE" 13 1
"16Mar2001_15.tab" 17/3/2001 09:00:00 "17/09" "NE" 11 1
"16Mar2001_15.tab" 17/3/2001 12:00:00 "17/12" "NE" 10 1
"16Mar2001_15.tab" 17/3/2001 15:00:00 "17/15" "NE" 10 1
"16Mar2001_15.tab" 17/3/2001 18:00:00 "17/18" "NE" 10 1
"16Mar2001_15.tab" 17/3/2001 21:00:00 "17/21" "NE" 10 1
"16Mar2001_15.tab" 18/3/2001 00:00:00 "18/00" "NE" 12 1
"16Mar2001_15.tab" 18/3/2001 03:00:00 "18/03" "ENE" 10 1
"16Mar2001_15.tab" 18/3/2001 06:00:00 "18/06" "ENE" 6 1
"16Mar2001_15.tab" 18/3/2001 09:00:00 "18/09" "ENE" 6 1
"16Mar2001_15.tab" 18/3/2001 12:00:00 "18/12" "NE" 7 1
"16Mar2001_15.tab" 18/3/2001 15:00:00 "18/15" "NE" 7 1
"16Mar2001_15.tab" 18/3/2001 18:00:00 "18/18" "ENE" 5 1
"16Mar2001_15.tab" 18/3/2001 21:00:00 "18/21" "NE" 5 1
"16Mar2001_15.tab" 19/3/2001 00:00:00 "19/00" "NNE" 6 1
"16Mar2001_15.tab" 19/3/2001 03:00:00 "19/03" "N" 7 1
"16Mar2001_15.tab" 19/3/2001 06:00:00 "19/06" "NNE" 3 1
"16Mar2001_15.tab" 19/3/2001 09:00:00 "19/09" "NNE" 1 1
"16Mar2001_15.tab" 19/3/2001 12:00:00 "19/12" "NNW" 3 1
"16Mar2002_03.tab" 16/3/2002 06:00:00 "16/06" "ESE" 19 1
"16Mar2002_03.tab" 16/3/2002 09:00:00 "16/09" "ESE" 20 1
"16Mar2002_03.tab" 16/3/2002 12:00:00 "16/12" "SE" 23 1
"16Mar2002_03.tab" 16/3/2002 15:00:00 "16/15" "SSE" 25 1
"16Mar2002_03.tab" 16/3/2002 18:00:00 "16/18" "SSE" 28 1
"16Mar2002_03.tab" 16/3/2002 21:00:00 "16/21" "SSE" 23 1
"16Mar2002_03.tab" 17/3/2002 00:00:00 "17/00" "S" 18 1
"16Mar2002_03.tab" 17/3/2002 03:00:00 "17/03" "S" 17 1
"16Mar2002_03.tab" 17/3/2002 06:00:00 "17/06" "SSW" 19 1
"16Mar2002_03.tab" 17/3/2002 09:00:00 "17/09" "SSW" 20 1
"16Mar2002_03.tab" 17/3/2002 12:00:00 "17/12" "SSW" 22 1
"16Mar2002_03.tab" 17/3/2002 15:00:00 "17/15" "SSW" 21 1
"16Mar2002_03.tab" 17/3/2002 18:00:00 "17/18" "SSW" 19 1
"16Mar2002_03.tab" 17/3/2002 21:00:00 "17/21" "SSW" 14 1
"16Mar2002_03.tab" 18/3/2002 00:00:00 "18/00" "SW" 9 1
"16Mar2002_03.tab" 18/3/2002 03:00:00 "18/03" "W" 3 1
"16Mar2002_03.tab" 18/3/2002 06:00:00 "18/06" "N" 5 1
"16Mar2002_03.tab" 18/3/2002 09:00:00 "18/09" "NNE" 10 1
"16Mar2002_03.tab" 18/3/2002 12:00:00 "18/12" "NE" 15 1
"16Mar2002_03.tab" 18/3/2002 15:00:00 "18/15" "NE" 15 1
"16Mar2002_03.tab" 18/3/2002 18:00:00 "18/18" "NE" 15 1
"16Mar2002_03.tab" 18/3/2002 21:00:00 "18/21" "ENE" 15 1
"16Mar2002_03.tab" 19/3/2002 00:00:00 "19/00" "ENE" 18 1
"16Mar2002_13.tab" 16/3/2002 18:00:00 "16/18" "SSE" 27 1
"16Mar2002_13.tab" 16/3/2002 21:00:00 "16/21" "SSE" 27 1
"16Mar2002_13.tab" 17/3/2002 00:00:00 "17/00" "S" 26 1
"16Mar2002_13.tab" 17/3/2002 03:00:00 "17/03" "S" 24 1
"16Mar2002_13.tab" 17/3/2002 06:00:00 "17/06" "S" 23 1
"16Mar2002_13.tab" 17/3/2002 09:00:00 "17/09" "S" 23 1
"16Mar2002_13.tab" 17/3/2002 12:00:00 "17/12" "SSW" 24 1
"16Mar2002_13.tab" 17/3/2002 15:00:00 "17/15" "SSW" 20 1
"16Mar2002_13.tab" 17/3/2002 18:00:00 "17/18" "SSW" 18 1
"16Mar2002_13.tab" 17/3/2002 21:00:00 "17/21" "SSW" 13 1
"16Mar2002_13.tab" 18/3/2002 00:00:00 "18/00" "SSW" 8 1
"16Mar2002_13.tab" 18/3/2002 03:00:00 "18/03" "WSW" 2 1
"16Mar2002_13.tab" 18/3/2002 06:00:00 "18/06" "N" 4 1
"16Mar2002_13.tab" 18/3/2002 09:00:00 "18/09" "NNE" 9 1
"16Mar2002_13.tab" 18/3/2002 12:00:00 "18/12" "NNE" 15 1
"16Mar2002_13.tab" 18/3/2002 15:00:00 "18/15" "NNE" 15 1
"16Mar2002_13.tab" 18/3/2002 18:00:00 "18/18" "NE" 16 1
"16Mar2002_13.tab" 18/3/2002 21:00:00 "18/21" "NNE" 17 1
"16Mar2002_13.tab" 19/3/2002 00:00:00 "19/00" "NNE" 19 1
"16Mar2002_13.tab" 19/3/2002 03:00:00 "19/03" "NE" 21 1
"16Mar2002_13.tab" 19/3/2002 06:00:00 "19/06" "NE" 22 1
"16Mar2002_13.tab" 19/3/2002 09:00:00 "19/09" "ENE" 23 1
"16Mar2002_13.tab" 19/3/2002 12:00:00 "19/12" "E" 23 1
"16May2001_14.tab" 16/5/2001 19:00:00 "16/18" "SSW" 11 1
"16May2001_14.tab" 16/5/2001 22:00:00 "16/21" "SSW" 10 1
"16May2001_14.tab" 17/5/2001 01:00:00 "17/00" "SSW" 12 1
"16May2001_14.tab" 17/5/2001 04:00:00 "17/03" "SSW" 9 1
"16May2001_14.tab" 17/5/2001 07:00:00 "17/06" "SW" 9 1
"16May2001_14.tab" 17/5/2001 10:00:00 "17/09" "SW" 9 1
"16May2001_14.tab" 17/5/2001 13:00:00 "17/12" "SW" 10 1
"16May2001_14.tab" 17/5/2001 16:00:00 "17/15" "SW" 10 1
"16May2001_14.tab" 17/5/2001 19:00:00 "17/18" "WSW" 10 1
"16May2001_14.tab" 17/5/2001 22:00:00 "17/21" "WSW" 10 1
"16May2001_14.tab" 18/5/2001 01:00:00 "18/00" "W" 10 1
"16May2001_14.tab" 18/5/2001 04:00:00 "18/03" "W" 11 1
"16May2001_14.tab" 18/5/2001 07:00:00 "18/06" "WNW" 13 1
"16May2001_14.tab" 18/5/2001 10:00:00 "18/09" "WNW" 16 1
"16May2001_14.tab" 18/5/2001 13:00:00 "18/12" "WNW" 18 1
"16May2001_14.tab" 18/5/2001 16:00:00 "18/15" "NW" 15 1
"16May2001_14.tab" 18/5/2001 19:00:00 "18/18" "NW" 16 1
"16May2001_14.tab" 18/5/2001 22:00:00 "18/21" "NW" 16 1
"16May2001_14.tab" 19/5/2001 01:00:00 "19/00" "WNW" 19 1
"16May2001_14.tab" 19/5/2001 04:00:00 "19/03" "WNW" 19 1
"16May2001_14.tab" 19/5/2001 07:00:00 "19/06" "WNW" 18 1
"16May2001_14.tab" 19/5/2001 10:00:00 "19/09" "WNW" 17 1
"16May2001_14.tab" 19/5/2001 13:00:00 "19/12" "WNW" 15 1
"16Nov2000_02.tab" 16/11/2000 06:00:00 "16/06" "SSE" 30 1
"16Nov2000_02.tab" 16/11/2000 09:00:00 "16/09" "SSE" 28 1
"16Nov2000_02.tab" 16/11/2000 12:00:00 "16/12" "SSE" 29 1
"16Nov2000_02.tab" 16/11/2000 15:00:00 "16/15" "SSE" 30 1
"16Nov2000_02.tab" 16/11/2000 18:00:00 "16/18" "SE" 30 1
"16Nov2000_02.tab" 16/11/2000 21:00:00 "16/21" "SE" 29 1
"16Nov2000_02.tab" 17/11/2000 00:00:00 "17/00" "SE" 31 1
"16Nov2000_02.tab" 17/11/2000 03:00:00 "17/03" "SE" 29 1
"16Nov2000_02.tab" 17/11/2000 06:00:00 "17/06" "SE" 29 1
"16Nov2000_02.tab" 17/11/2000 09:00:00 "17/09" "SE" 27 1
"16Nov2000_02.tab" 17/11/2000 12:00:00 "17/12" "SE" 27 1
"16Nov2000_02.tab" 17/11/2000 15:00:00 "17/15" "SE" 23 1
"16Nov2000_02.tab" 17/11/2000 18:00:00 "17/18" "SE" 20 1
"16Nov2000_02.tab" 17/11/2000 21:00:00 "17/21" "SSE" 18 1
"16Nov2000_02.tab" 18/11/2000 00:00:00 "18/00" "S" 18 1
"16Nov2000_02.tab" 18/11/2000 03:00:00 "18/03" "S" 16 1
"16Nov2000_02.tab" 18/11/2000 06:00:00 "18/06" "SSW" 16 1
"16Nov2000_02.tab" 18/11/2000 09:00:00 "18/09" "SW" 16 1
"16Nov2000_02.tab" 18/11/2000 12:00:00 "18/12" "SW" 16 1
"16Nov2000_02.tab" 18/11/2000 15:00:00 "18/15" "SW" 8 1
"16Nov2000_02.tab" 18/11/2000 18:00:00 "18/18" "NNW" 7 1
"16Nov2000_02.tab" 18/11/2000 21:00:00 "18/21" "NNE" 9 1
"16Nov2000_02.tab" 19/11/2000 00:00:00 "19/00" "NE" 15 1
"16Nov2000_10.tab" 16/11/2000 18:00:00 "16/18" "SE" 27 0
"16Nov2000_10.tab" 16/11/2000 21:00:00 "16/21" "SE" 24 0
"16Nov2000_10.tab" 17/11/2000 00:00:00 "17/00" "SSE" 26 0
